x y Vx Vy V V1 V2 V3 V4
+1.20e+00 -2.40e-01 -7.89e-02 +1.13e-01 +1.13e-01 +1.72e-02 +9.60e-02 +8.73e-10 +1.14e-10
+1.20e+00 -1.60e-01 -6.41e-02 +1.26e-01 +1.26e-01 +3.10e-02 +9.52e-02 +7.78e-10 +2.09e-10
+1.20e+00 -8.00e-02 -3.62e-02 +1.35e-01 +1.35e-01 +4.92e-02 +8.54e-02 +6.47e-10 +3.40e-10
+1.20e+00 +0.00e+00 -5.64e-17 +1.37e-01 +1.37e-01 +6.87e-02 +6.87e-02 +4.93e-10 +4.93e-10
+1.20e+00 +8.00e-02 +3.62e-02 +1.35e-01 +1.35e-01 +8.54e-02 +4.92e-02 +3.40e-10 +6.47e-10
+1.20e+00 +1.60e-01 +6.41e-02 +1.26e-01 +1.26e-01 +9.52e-02 +3.10e-02 +2.09e-10 +7.78e-10
+1.20e+00 +2.40e-01 +7.89e-02 +1.13e-01 +1.13e-01 +9.60e-02 +1.72e-02 +1.14e-10 +8.73e-10
+1.20e+00 +3.20e-01 +8.03e-02 +9.68e-02 +9.68e-02 +8.86e-02 +8.29e-03 +5.41e-11 +9.32e-10
+1.20e+00 +4.00e-01 +7.18e-02 +7.87e-02 +7.87e-02 +7.52e-02 +3.48e-03 +2.24e-11 +9.63e-10
+1.20e+00 +4.80e-01 +5.80e-02 +6.05e-02 +6.05e-02 +5.93e-02 +1.26e-03 +8.09e-12 +9.74e-10
+1.20e+00 +5.60e-01 +4.30e-02 +4.38e-02 +4.38e-02 +4.34e-02 +3.95e-04 +2.52e-12 +9.70e-10
+1.20e+00 +6.40e-01 +2.94e-02 +2.97e-02 +2.97e-02 +2.96e-02 +1.07e-04 +6.78e-13 +9.50e-10
+1.20e+00 +7.20e-01 +1.86e-02 +1.87e-02 +1.87e-02 +1.87e-02 +2.48e-05 +1.57e-13 +9.06e-10
+1.20e+00 +8.00e-01 +1.09e-02 +1.09e-02 +1.09e-02 +1.09e-02 +4.95e-06 +3.12e-14 +8.29e-10
+1.20e+00 +8.80e-01 +5.83e-03 +5.83e-03 +5.83e-03 +5.83e-03 +8.48e-07 +5.34e-15 +7.14e-10
+1.20e+00 +9.60e-01 +2.85e-03 +2.85e-03 +2.85e-03 +2.85e-03 +1.24e-07 +7.83e-16 +5.70e-10
+1.20e+00 +1.04e+00 +1.27e-03 +1.27e-03 +1.27e-03 +1.27e-03 +1.57e-08 +9.83e-17 +4.13e-10
+1.20e+00 +1.12e+00 +5.10e-04 +5.10e-04 +5.10e-04 +5.10e-04 +1.69e-09 +1.06e-17 +2.69e-10
+1.20e+00 +1.20e+00 +1.84e-04 +1.84e-04 +1.84e-04 +1.84e-04 +1.55e-10 +9.73e-19 +1.55e-10
+1.20e+00 +1.28e+00 +5.97e-05 +5.97e-05 +5.97e-05 +5.97e-05 +1.22e-11 +7.66e-20 +7.90e-11
+1.20e+00 +1.36e+00 +1.72e-05 +1.72e-05 +1.72e-05 +1.72e-05 +8.25e-13 +5.16e-21 +3.51e-11
+1.20e+00 +1.44e+00 +4.41e-06 +4.41e-06 +4.41e-06 +4.41e-06 +4.75e-14 +2.97e-22 +1.35e-11
+1.20e+00 +1.52e+00 +9.98e-07 +9.98e-07 +9.98e-07 +9.98e-07 +2.34e-15 +1.46e-23 +4.53e-12
+1.20e+00 +1.60e+00 +1.99e-07 +1.99e-07 +1.99e-07 +1.99e-07 +9.83e-17 +6.14e-25 +1.31e-12
+1.20e+00 +1.68e+00 +3.50e-08 +3.50e-08 +3.50e-08 +3.50e-08 +3.53e-18 +2.20e-26 +3.27e-13
+1.20e+00 +1.76e+00 +5.39e-09 +5.39e-09 +5.39e-09 +5.39e-09 +1.08e-19 +6.75e-28 +7.00e-14
+1.20e+00 +1.84e+00 +7.26e-10 +7.26e-10 +7.26e-10 +7.26e-10 +2.83e-21 +1.77e-29 +1.29e-14
+1.20e+00 +1.92e+00 +8.53e-11 +8.53e-11 +8.53e-11 +8.53e-11 +6.32e-23 +3.94e-31 +2.04e-15
+1.20e+00 +2.00e+00 +8.74e-12 +8.74e-12 +8.74e-12 +8.74e-12 +1.21e-24 +7.52e-33 +2.76e-16
+1.28e+00 -2.00e+00 -2.02e-12 +2.02e-12 +2.02e-12 +6.13e-25 +2.02e-12 +2.18e-17 +5.92e-34
+1.28e+00 -1.92e+00 -2.03e-11 +2.03e-11 +2.03e-11 +3.22e-23 +2.03e-11 +1.61e-16 +3.11e-32
+1.28e+00 -1.84e+00 -1.78e-10 +1.78e-10 +1.78e-10 +1.44e-21 +1.78e-10 +1.02e-15 +1.39e-30
+1.28e+00 -1.76e+00 -1.36e-09 +1.36e-09 +1.36e-09 +5.50e-20 +1.36e-09 +5.53e-15 +5.31e-29
+1.28e+00 -1.68e+00 -9.13e-09 +9.13e-09 +9.13e-09 +1.79e-18 +9.13e-09 +2.58e-14 +1.73e-27
+1.28e+00 -1.60e+00 -5.37e-08 +5.37e-08 +5.37e-08 +5.00e-17 +5.37e-08 +1.03e-13 +4.83e-26
+1.28e+00 -1.52e+00 -2.78e-07 +2.78e-07 +2.78e-07 +1.19e-15 +2.78e-07 +3.58e-13 +1.15e-24
+1.28e+00 -1.44e+00 -1.27e-06 +1.27e-06 +1.27e-06 +2.42e-14 +1.27e-06 +1.07e-12 +2.34e-23
+1.28e+00 -1.36e+00 -5.16e-06 +5.16e-06 +5.16e-06 +4.19e-13 +5.16e-06 +2.77e-12 +4.06e-22
+1.28e+00 -1.28e+00 -1.86e-05 +1.86e-05 +1.86e-05 +6.22e-12 +1.86e-05 +6.22e-12 +6.04e-21
+1.28e+00 -1.20e+00 -5.97e-05 +5.97e-05 +5.97e-05 +7.90e-11 +5.97e-05 +1.22e-11 +7.66e-20
+1.28e+00 -1.12e+00 -1.72e-04 +1.72e-04 +1.72e-04 +8.57e-10 +1.72e-04 +2.12e-11 +8.33e-19
+1.28e+00 -1.04e+00 -4.44e-04 +4.44e-04 +4.44e-04 +7.95e-09 +4.44e-04 +3.26e-11 +7.74e-18
+1.28e+00 -9.60e-01 -1.04e-03 +1.04e-03 +1.04e-03 +6.32e-08 +1.04e-03 +4.49e-11 +6.16e-17
+1.28e+00 -8.80e-01 -2.21e-03 +2.21e-03 +2.21e-03 +4.31e-07 +2.21e-03 +5.63e-11 +4.20e-16
+1.28e+00 -8.00e-01 -4.28e-03 +4.29e-03 +4.29e-03 +2.51e-06 +4.29e-03 +6.53e-11 +2.46e-15
+1.28e+00 -7.20e-01 -7.62e-03 +7.65e-03 +7.65e-03 +1.26e-05 +7.63e-03 +7.14e-11 +1.24e-14
+1.28e+00 -6.40e-01 -1.25e-02 +1.26e-02 +1.26e-02 +5.41e-05 +1.25e-02 +7.48e-11 +5.34e-14
+1.28e+00 -5.60e-01 -1.88e-02 +1.92e-02 +1.92e-02 +2.00e-04 +1.90e-02 +7.64e-11 +1.99e-13
+1.28e+00 -4.80e-01 -2.61e-02 +2.74e-02 +2.74e-02 +6.38e-04 +2.67e-02 +7.67e-11 +6.37e-13
+1.28e+00 -4.00e-01 -3.31e-02 +3.66e-02 +3.66e-02 +1.76e-03 +3.48e-02 +7.58e-11 +1.77e-12
+1.28e+00 -3.20e-01 -3.77e-02 +4.61e-02 +4.61e-02 +4.18e-03 +4.19e-02 +7.34e-11 +4.26e-12
+1.28e+00 -2.40e-01 -3.76e-02 +5.49e-02 +5.49e-02 +8.64e-03 +4.62e-02 +6.87e-11 +8.94e-12
+1.28e+00 -1.60e-01 -3.09e-02 +6.20e-02 +6.20e-02 +1.56e-02 +4.64e-02 +6.12e-11 +1.65e-11
+1.28e+00 -8.00e-02 -1.75e-02 +6.67e-02 +6.67e-02 +2.46e-02 +4.21e-02 +5.09e-11 +2.68e-11
+1.28e+00 +0.00e+00 -2.33e-17 +6.83e-02 +6.83e-02 +3.41e-02 +3.41e-02 +3.88e-11 +3.88e-11
+1.28e+00 +8.00e-02 +1.75e-02 +6.67e-02 +6.67e-02 +4.21e-02 +2.46e-02 +2.68e-11 +5.09e-11
+1.28e+00 +1.60e-01 +3.09e-02 +6.20e-02 +6.20e-02 +4.64e-02 +1.56e-02 +1.65e-11 +6.12e-11
+1.28e+00 +2.40e-01 +3.76e-02 +5.49e-02 +5.49e-02 +4.62e-02 +8.64e-03 +8.94e-12 +6.87e-11
+1.28e+00 +3.20e-01 +3.77e-02 +4.61e-02 +4.61e-02 +4.19e-02 +4.18e-03 +4.26e-12 +7.34e-11
+1.28e+00 +4.00e-01 +3.31e-02 +3.66e-02 +3.66e-02 +3.48e-02 +1.76e-03 +1.77e-12 +7.58e-11
+1.28e+00 +4.80e-01 +2.61e-02 +2.74e-02 +2.74e-02 +2.67e-02 +6.38e-04 +6.37e-13 +7.67e-11
+1.28e+00 +5.60e-01 +1.88e-02 +1.92e-02 +1.92e-02 +1.90e-02 +2.00e-04 +1.99e-13 +7.64e-11
+1.28e+00 +6.40e-01 +1.25e-02 +1.26e-02 +1.26e-02 +1.25e-02 +5.41e-05 +5.34e-14 +7.48e-11
+1.28e+00 +7.20e-01 +7.62e-03 +7.65e-03 +7.65e-03 +7.63e-03 +1.26e-05 +1.24e-14 +7.14e-11
+1.28e+00 +8.00e-01 +4.28e-03 +4.29e-03 +4.29e-03 +4.29e-03 +2.51e-06 +2.46e-15 +6.53e-11
+1.28e+00 +8.80e-01 +2.21e-03 +2.21e-03 +2.21e-03 +2.21e-03 +4.31e-07 +4.20e-16 +5.63e-11
+1.28e+00 +9.60e-01 +1.04e-03 +1.04e-03 +1.04e-03 +1.04e-03 +6.32e-08 +6.16e-17 +4.49e-11
+1.28e+00 +1.04e+00 +4.44e-04 +4.44e-04 +4.44e-04 +4.44e-04 +7.95e-09 +7.74e-18 +3.26e-11
+1.28e+00 +1.12e+00 +1.72e-04 +1.72e-04 +1.72e-04 +1.72e-04 +8.57e-10 +8.33e-19 +2.12e-11
+1.28e+00 +1.20e+00 +5.97e-05 +5.97e-05 +5.97e-05 +5.97e-05 +7.90e-11 +7.66e-20 +1.22e-11
+1.28e+00 +1.28e+00 +1.86e-05 +1.86e-05 +1.86e-05 +1.86e-05 +6.22e-12 +6.04e-21 +6.22e-12
+1.28e+00 +1.36e+00 +5.16e-06 +5.16e-06 +5.16e-06 +5.16e-06 +4.19e-13 +4.06e-22 +2.77e-12
+1.28e+00 +1.44e+00 +1.27e-06 +1.27e-06 +1.27e-06 +1.27e-06 +2.42e-14 +2.34e-23 +1.07e-12
+1.28e+00 +1.52e+00 +2.78e-07 +2.78e-07 +2.78e-07 +2.78e-07 +1.19e-15 +1.15e-24 +3.58e-13
+1.28e+00 +1.60e+00 +5.37e-08 +5.37e-08 +5.37e-08 +5.37e-08 +5.00e-17 +4.83e-26 +1.03e-13
+1.28e+00 +1.68e+00 +9.13e-09 +9.13e-09 +9.13e-09 +9.13e-09 +1.79e-18 +1.73e-27 +2.58e-14
+1.28e+00 +1.76e+00 +1.36e-09 +1.36e-09 +1.36e-09 +1.36e-09 +5.50e-20 +5.31e-29 +5.53e-15
+1.28e+00 +1.84e+00 +1.78e-10 +1.78e-10 +1.78e-10 +1.78e-10 +1.44e-21 +1.39e-30 +1.02e-15
+1.28e+00 +1.92e+00 +2.03e-11 +2.03e-11 +2.03e-11 +2.03e-11 +3.22e-23 +3.11e-32 +1.61e-16
+1.28e+00 +2.00e+00 +2.02e-12 +2.02e-12 +2.02e-12 +2.02e-12 +6.13e-25 +5.92e-34 +2.18e-17
+1.36e+00 -2.00e+00 -4.17e-13 +4.17e-13 +4.17e-13 +2.73e-25 +4.17e-13 +1.47e-18 +3.99e-35
+1.36e+00 -1.92e+00 -4.31e-12 +4.31e-12 +4.31e-12 +1.43e-23 +4.31e-12 +1.09e-17 +2.09e-33
+1.36e+00 -1.84e+00 -3.89e-11 +3.89e-11 +3.89e-11 +6.40e-22 +3.89e-11 +6.87e-17 +9.36e-32
+1.36e+00 -1.76e+00 -3.07e-10 +3.07e-10 +3.07e-10 +2.44e-20 +3.07e-10 +3.73e-16 +3.58e-30
+1.36e+00 -1.68e+00 -2.13e-09 +2.13e-09 +2.13e-09 +7.97e-19 +2.13e-09 +1.74e-15 +1.17e-28
+1.36e+00 -1.60e+00 -1.29e-08 +1.29e-08 +1.29e-08 +2.22e-17 +1.29e-08 +6.97e-15 +3.25e-27
+1.36e+00 -1.52e+00 -6.94e-08 +6.94e-08 +6.94e-08 +5.28e-16 +6.94e-08 +2.41e-14 +7.75e-26
+1.36e+00 -1.44e+00 -3.29e-07 +3.29e-07 +3.29e-07 +1.07e-14 +3.29e-07 +7.20e-14 +1.57e-24
+1.36e+00 -1.36e+00 -1.38e-06 +1.38e-06 +1.38e-06 +1.86e-13 +1.38e-06 +1.86e-13 +2.74e-23
+1.36e+00 -1.28e+00 -5.16e-06 +5.16e-06 +5.16e-06 +2.77e-12 +5.16e-06 +4.19e-13 +4.06e-22
+1.36e+00 -1.20e+00 -1.72e-05 +1.72e-05 +1.72e-05 +3.51e-11 +1.72e-05 +8.25e-13 +5.16e-21
+1.36e+00 -1.12e+00 -5.14e-05 +5.14e-05 +5.14e-05 +3.81e-10 +5.14e-05 +1.43e-12 +5.61e-20
+1.36e+00 -1.04e+00 -1.38e-04 +1.38e-04 +1.38e-04 +3.53e-09 +1.38e-04 +2.19e-12 +5.21e-19
+1.36e+00 -9.60e-01 -3.36e-04 +3.36e-04 +3.36e-04 +2.81e-08 +3.36e-04 +3.02e-12 +4.15e-18
+1.36e+00 -8.80e-01 -7.42e-04 +7.43e-04 +7.43e-04 +1.91e-07 +7.42e-04 +3.79e-12 +2.83e-17
+1.36e+00 -8.00e-01 -1.49e-03 +1.50e-03 +1.50e-03 +1.11e-06 +1.50e-03 +4.40e-12 +1.66e-16
+1.36e+00 -7.20e-01 -2.75e-03 +2.76e-03 +2.76e-03 +5.58e-06 +2.76e-03 +4.80e-12 +8.32e-16
+1.36e+00 -6.40e-01 -4.66e-03 +4.71e-03 +4.71e-03 +2.40e-05 +4.68e-03 +5.04e-12 +3.59e-15
+1.36e+00 -5.60e-01 -7.24e-03 +7.42e-03 +7.42e-03 +8.87e-05 +7.33e-03 +5.14e-12 +1.34e-14
+1.36e+00 -4.80e-01 -1.03e-02 +1.09e-02 +1.09e-02 +2.82e-04 +1.06e-02 +5.16e-12 +4.29e-14
+1.36e+00 -4.00e-01 -1.34e-02 +1.49e-02 +1.49e-02 +7.76e-04 +1.42e-02 +5.10e-12 +1.19e-13
+1.36e+00 -3.20e-01 -1.55e-02 +1.92e-02 +1.92e-02 +1.84e-03 +1.74e-02 +4.94e-12 +2.87e-13
+1.36e+00 -2.40e-01 -1.57e-02 +2.33e-02 +2.33e-02 +3.80e-03 +1.95e-02 +4.63e-12 +6.02e-13
+1.36e+00 -1.60e-01 -1.30e-02 +2.67e-02 +2.67e-02 +6.83e-03 +1.98e-02 +4.12e-12 +1.11e-12
+1.36e+00 -8.00e-02 -7.42e-03 +2.89e-02 +2.89e-02 +1.07e-02 +1.82e-02 +3.43e-12 +1.80e-12
+1.36e+00 +0.00e+00 -3.43e-18 +2.97e-02 +2.97e-02 +1.48e-02 +1.48e-02 +2.62e-12 +2.62e-12
+1.36e+00 +8.00e-02 +7.42e-03 +2.89e-02 +2.89e-02 +1.82e-02 +1.07e-02 +1.80e-12 +3.43e-12
+1.36e+00 +1.60e-01 +1.30e-02 +2.67e-02 +2.67e-02 +1.98e-02 +6.83e-03 +1.11e-12 +4.12e-12
+1.36e+00 +2.40e-01 +1.57e-02 +2.33e-02 +2.33e-02 +1.95e-02 +3.80e-03 +6.02e-13 +4.63e-12
+1.36e+00 +3.20e-01 +1.55e-02 +1.92e-02 +1.92e-02 +1.74e-02 +1.84e-03 +2.87e-13 +4.94e-12
+1.36e+00 +4.00e-01 +1.34e-02 +1.49e-02 +1.49e-02 +1.42e-02 +7.76e-04 +1.19e-13 +5.10e-12
+1.36e+00 +4.80e-01 +1.03e-02 +1.09e-02 +1.09e-02 +1.06e-02 +2.82e-04 +4.29e-14 +5.16e-12
+1.36e+00 +5.60e-01 +7.24e-03 +7.42e-03 +7.42e-03 +7.33e-03 +8.87e-05 +1.34e-14 +5.14e-12
+1.36e+00 +6.40e-01 +4.66e-03 +4.71e-03 +4.71e-03 +4.68e-03 +2.40e-05 +3.59e-15 +5.04e-12
+1.36e+00 +7.20e-01 +2.75e-03 +2.76e-03 +2.76e-03 +2.76e-03 +5.58e-06 +8.32e-16 +4.80e-12
+1.36e+00 +8.00e-01 +1.49e-03 +1.50e-03 +1.50e-03 +1.50e-03 +1.11e-06 +1.66e-16 +4.40e-12
+1.36e+00 +8.80e-01 +7.42e-04 +7.43e-04 +7.43e-04 +7.42e-04 +1.91e-07 +2.83e-17 +3.79e-12
+1.36e+00 +9.60e-01 +3.36e-04 +3.36e-04 +3.36e-04 +3.36e-04 +2.81e-08 +4.15e-18 +3.02e-12
+1.36e+00 +1.04e+00 +1.38e-04 +1.38e-04 +1.38e-04 +1.38e-04 +3.53e-09 +5.21e-19 +2.19e-12
+1.36e+00 +1.12e+00 +5.14e-05 +5.14e-05 +5.14e-05 +5.14e-05 +3.81e-10 +5.61e-20 +1.43e-12
+1.36e+00 +1.20e+00 +1.72e-05 +1.72e-05 +1.72e-05 +1.72e-05 +3.51e-11 +5.16e-21 +8.25e-13
+1.36e+00 +1.28e+00 +5.16e-06 +5.16e-06 +5.16e-06 +5.16e-06 +2.77e-12 +4.06e-22 +4.19e-13
+1.36e+00 +1.36e+00 +1.38e-06 +1.38e-06 +1.38e-06 +1.38e-06 +1.86e-13 +2.74e-23 +1.86e-13
+1.36e+00 +1.44e+00 +3.29e-07 +3.29e-07 +3.29e-07 +3.29e-07 +1.07e-14 +1.57e-24 +7.20e-14
+1.36e+00 +1.52e+00 +6.94e-08 +6.94e-08 +6.94e-08 +6.94e-08 +5.28e-16 +7.75e-26 +2.41e-14
+1.36e+00 +1.60e+00 +1.29e-08 +1.29e-08 +1.29e-08 +1.29e-08 +2.22e-17 +3.25e-27 +6.97e-15
+1.36e+00 +1.68e+00 +2.13e-09 +2.13e-09 +2.13e-09 +2.13e-09 +7.97e-19 +1.17e-28 +1.74e-15
+1.36e+00 +1.76e+00 +3.07e-10 +3.07e-10 +3.07e-10 +3.07e-10 +2.44e-20 +3.58e-30 +3.73e-16
+1.36e+00 +1.84e+00 +3.89e-11 +3.89e-11 +3.89e-11 +3.89e-11 +6.40e-22 +9.36e-32 +6.87e-17
+1.36e+00 +1.92e+00 +4.31e-12 +4.31e-12 +4.31e-12 +4.31e-12 +1.43e-23 +2.09e-33 +1.09e-17
+1.36e+00 +2.00e+00 +4.17e-13 +4.17e-13 +4.17e-13 +4.17e-13 +2.73e-25 +3.99e-35 +1.47e-18
+1.44e+00 -2.00e+00 -7.67e-14 +7.67e-14 +7.68e-14 +1.05e-25 +7.67e-14 +8.48e-20 +2.29e-36
+1.44e+00 -1.92e+00 -8.16e-13 +8.16e-13 +8.17e-13 +5.53e-24 +8.16e-13 +6.26e-19 +1.20e-34
+1.44e+00 -1.84e+00 -7.59e-12 +7.59e-12 +7.59e-12 +2.47e-22 +7.59e-12 +3.96e-18 +5.39e-33
+1.44e+00 -1.76e+00 -6.18e-11 +6.18e-11 +6.18e-11 +9.45e-21 +6.18e-11 +2.15e-17 +2.06e-31
+1.44e+00 -1.68e+00 -4.42e-10 +4.42e-10 +4.42e-10 +3.08e-19 +4.42e-10 +1.00e-16 +6.72e-30
+1.44e+00 -1.60e+00 -2.78e-09 +2.78e-09 +2.78e-09 +8.59e-18 +2.78e-09 +4.02e-16 +1.87e-28
+1.44e+00 -1.52e+00 -1.54e-08 +1.54e-08 +1.54e-08 +2.04e-16 +1.54e-08 +1.39e-15 +4.46e-27
+1.44e+00 -1.44e+00 -7.56e-08 +7.56e-08 +7.56e-08 +4.15e-15 +7.56e-08 +4.15e-15 +9.06e-26
+1.44e+00 -1.36e+00 -3.29e-07 +3.29e-07 +3.29e-07 +7.20e-14 +3.29e-07 +1.07e-14 +1.57e-24
+1.44e+00 -1.28e+00 -1.27e-06 +1.27e-06 +1.27e-06 +1.07e-12 +1.27e-06 +2.42e-14 +2.34e-23
+1.44e+00 -1.20e+00 -4.41e-06 +4.41e-06 +4.41e-06 +1.35e-11 +4.41e-06 +4.75e-14 +2.97e-22
+1.44e+00 -1.12e+00 -1.37e-05 +1.37e-05 +1.37e-05 +1.47e-10 +1.37e-05 +8.22e-14 +3.23e-21
+1.44e+00 -1.04e+00 -3.81e-05 +3.81e-05 +3.81e-05 +1.36e-09 +3.81e-05 +1.26e-13 +3.00e-20
+1.44e+00 -9.60e-01 -9.62e-05 +9.62e-05 +9.62e-05 +1.08e-08 +9.62e-05 +1.74e-13 +2.39e-19
+1.44e+00 -8.80e-01 -2.20e-04 +2.20e-04 +2.20e-04 +7.37e-08 +2.20e-04 +2.18e-13 +1.63e-18
+1.44e+00 -8.00e-01 -4.59e-04 +4.60e-04 +4.60e-04 +4.30e-07 +4.60e-04 +2.53e-13 +9.54e-18
+1.44e+00 -7.20e-01 -8.75e-04 +8.79e-04 +8.79e-04 +2.15e-06 +8.77e-04 +2.77e-13 +4.79e-17
+1.44e+00 -6.40e-01 -1.53e-03 +1.55e-03 +1.55e-03 +9.24e-06 +1.54e-03 +2.90e-13 +2.07e-16
+1.44e+00 -5.60e-01 -2.44e-03 +2.51e-03 +2.51e-03 +3.41e-05 +2.48e-03 +2.96e-13 +7.69e-16
+1.44e+00 -4.80e-01 -3.57e-03 +3.79e-03 +3.79e-03 +1.09e-04 +3.68e-03 +2.97e-13 +2.47e-15
+1.44e+00 -4.00e-01 -4.72e-03 +5.32e-03 +5.32e-03 +2.98e-04 +5.02e-03 +2.94e-13 +6.85e-15
+1.44e+00 -3.20e-01 -5.57e-03 +6.99e-03 +6.99e-03 +7.07e-04 +6.28e-03 +2.84e-13 +1.65e-14
+1.44e+00 -2.40e-01 -5.70e-03 +8.61e-03 +8.61e-03 +1.45e-03 +7.16e-03 +2.66e-13 +3.46e-14
+1.44e+00 -1.60e-01 -4.77e-03 +9.97e-03 +9.97e-03 +2.60e-03 +7.37e-03 +2.37e-13 +6.38e-14
+1.44e+00 -8.00e-02 -2.74e-03 +1.09e-02 +1.09e-02 +4.08e-03 +6.81e-03 +1.97e-13 +1.04e-13
+1.44e+00 +0.00e+00 -3.28e-18 +1.12e-02 +1.12e-02 +5.60e-03 +5.60e-03 +1.51e-13 +1.51e-13
+1.44e+00 +8.00e-02 +2.74e-03 +1.09e-02 +1.09e-02 +6.81e-03 +4.08e-03 +1.04e-13 +1.97e-13
+1.44e+00 +1.60e-01 +4.77e-03 +9.97e-03 +9.97e-03 +7.37e-03 +2.60e-03 +6.38e-14 +2.37e-13
+1.44e+00 +2.40e-01 +5.70e-03 +8.61e-03 +8.61e-03 +7.16e-03 +1.45e-03 +3.46e-14 +2.66e-13
+1.44e+00 +3.20e-01 +5.57e-03 +6.99e-03 +6.99e-03 +6.28e-03 +7.07e-04 +1.65e-14 +2.84e-13
+1.44e+00 +4.00e-01 +4.72e-03 +5.32e-03 +5.32e-03 +5.02e-03 +2.98e-04 +6.85e-15 +2.94e-13
+1.44e+00 +4.80e-01 +3.57e-03 +3.79e-03 +3.79e-03 +3.68e-03 +1.09e-04 +2.47e-15 +2.97e-13
+1.44e+00 +5.60e-01 +2.44e-03 +2.51e-03 +2.51e-03 +2.48e-03 +3.41e-05 +7.69e-16 +2.96e-13
+1.44e+00 +6.40e-01 +1.53e-03 +1.55e-03 +1.55e-03 +1.54e-03 +9.24e-06 +2.07e-16 +2.90e-13
+1.44e+00 +7.20e-01 +8.75e-04 +8.79e-04 +8.79e-04 +8.77e-04 +2.15e-06 +4.79e-17 +2.77e-13
+1.44e+00 +8.00e-01 +4.59e-04 +4.60e-04 +4.60e-04 +4.60e-04 +4.30e-07 +9.54e-18 +2.53e-13
+1.44e+00 +8.80e-01 +2.20e-04 +2.20e-04 +2.20e-04 +2.20e-04 +7.37e-08 +1.63e-18 +2.18e-13
+1.44e+00 +9.60e-01 +9.62e-05 +9.62e-05 +9.62e-05 +9.62e-05 +1.08e-08 +2.39e-19 +1.74e-13
+1.44e+00 +1.04e+00 +3.81e-05 +3.81e-05 +3.81e-05 +3.81e-05 +1.36e-09 +3.00e-20 +1.26e-13
+1.44e+00 +1.12e+00 +1.37e-05 +1.37e-05 +1.37e-05 +1.37e-05 +1.47e-10 +3.23e-21 +8.22e-14
+1.44e+00 +1.20e+00 +4.41e-06 +4.41e-06 +4.41e-06 +4.41e-06 +1.35e-11 +2.97e-22 +4.75e-14
+1.44e+00 +1.28e+00 +1.27e-06 +1.27e-06 +1.27e-06 +1.27e-06 +1.07e-12 +2.34e-23 +2.42e-14
+1.44e+00 +1.36e+00 +3.29e-07 +3.29e-07 +3.29e-07 +3.29e-07 +7.20e-14 +1.57e-24 +1.07e-14
+1.44e+00 +1.44e+00 +7.56e-08 +7.56e-08 +7.56e-08 +7.56e-08 +4.15e-15 +9.06e-26 +4.15e-15
+1.44e+00 +1.52e+00 +1.54e-08 +1.54e-08 +1.54e-08 +1.54e-08 +2.04e-16 +4.46e-27 +1.39e-15
+1.44e+00 +1.60e+00 +2.78e-09 +2.78e-09 +2.78e-09 +2.78e-09 +8.59e-18 +1.87e-28 +4.02e-16
+1.44e+00 +1.68e+00 +4.42e-10 +4.42e-10 +4.42e-10 +4.42e-10 +3.08e-19 +6.72e-30 +1.00e-16
+1.44e+00 +1.76e+00 +6.18e-11 +6.18e-11 +6.18e-11 +6.18e-11 +9.45e-21 +2.06e-31 +2.15e-17
+1.44e+00 +1.84e+00 +7.59e-12 +7.59e-12 +7.59e-12 +7.59e-12 +2.47e-22 +5.39e-33 +3.96e-18
+1.44e+00 +1.92e+00 +8.16e-13 +8.16e-13 +8.17e-13 +8.16e-13 +5.53e-24 +1.20e-34 +6.26e-19
+1.44e+00 +2.00e+00 +7.67e-14 +7.67e-14 +7.68e-14 +7.67e-14 +1.05e-25 +2.29e-36 +8.48e-20
+1.52e+00 -2.00e+00 -1.26e-14 +1.26e-14 +1.26e-14 +3.53e-26 +1.26e-14 +4.18e-21 +1.13e-37
+1.52e+00 -1.92e+00 -1.37e-13 +1.37e-13 +1.37e-13 +1.85e-24 +1.37e-13 +3.08e-20 +5.92e-36
+1.52e+00 -1.84e+00 -1.32e-12 +1.32e-12 +1.32e-12 +8.29e-23 +1.32e-12 +1.95e-19 +2.65e-34
+1.52e+00 -1.76e+00 -1.11e-11 +1.11e-11 +1.10e-11 +3.17e-21 +1.11e-11 +1.06e-18 +1.01e-32
+1.52e+00 -1.68e+00 -8.15e-11 +8.15e-11 +8.15e-11 +1.03e-19 +8.15e-11 +4.93e-18 +3.31e-31
+1.52e+00 -1.60e+00 -5.29e-10 +5.29e-10 +5.29e-10 +2.88e-18 +5.29e-10 +1.98e-17 +9.21e-30
+1.52e+00 -1.52e+00 -3.04e-09 +3.04e-09 +3.03e-09 +6.84e-17 +3.04e-09 +6.84e-17 +2.19e-28
+1.52e+00 -1.44e+00 -1.54e-08 +1.54e-08 +1.54e-08 +1.39e-15 +1.54e-08 +2.04e-16 +4.46e-27
+1.52e+00 -1.36e+00 -6.94e-08 +6.94e-08 +6.94e-08 +2.41e-14 +6.94e-08 +5.28e-16 +7.75e-26
+1.52e+00 -1.28e+00 -2.78e-07 +2.78e-07 +2.78e-07 +3.58e-13 +2.78e-07 +1.19e-15 +1.15e-24
+1.52e+00 -1.20e+00 -9.98e-07 +9.98e-07 +9.98e-07 +4.53e-12 +9.98e-07 +2.34e-15 +1.46e-23
+1.52e+00 -1.12e+00 -3.21e-06 +3.21e-06 +3.21e-06 +4.92e-11 +3.21e-06 +4.05e-15 +1.59e-22
