dt DV_y_m08_100_m00 DV_z_m08_100_m00 DV_y_m08_090_m00 DV_z_m08_090_m00 DV_y_m08_080_m00 DV_z_m08_080_m00 DV_y_m08_070_m00 DV_z_m08_070_m00 DV_y_m08_060_m00 DV_z_m08_060_m00 DV_y_m08_050_m00 DV_z_m08_050_m00 DV_y_m08_040_m00 DV_z_m08_040_m00 DV_y_m07_100_m00 DV_z_m07_100_m00 DV_y_m07_090_m00 DV_z_m07_090_m00 DV_y_m07_080_m00 DV_z_m07_080_m00 DV_y_m07_070_m00 DV_z_m07_070_m00 DV_y_m07_060_m00 DV_z_m07_060_m00 DV_y_m07_050_m00 DV_z_m07_050_m00 DV_y_m07_040_m00 DV_z_m07_040_m00 DV_y_m06_100_m00 DV_z_m06_100_m00 DV_y_m06_090_m00 DV_z_m06_090_m00 DV_y_m06_080_m00 DV_z_m06_080_m00 DV_y_m06_070_m00 DV_z_m06_070_m00 DV_y_m06_060_m00 DV_z_m06_060_m00 DV_y_m06_050_m00 DV_z_m06_050_m00 DV_y_m06_040_m00 DV_z_m06_040_m00 DV_y_m05_100_m00 DV_z_m05_100_m00 DV_y_m05_090_m00 DV_z_m05_090_m00 DV_y_m05_080_m00 DV_z_m05_080_m00 DV_y_m05_070_m00 DV_z_m05_070_m00 DV_y_m05_060_m00 DV_z_m05_060_m00 DV_y_m05_050_m00 DV_z_m05_050_m00 DV_y_m05_040_m00 DV_z_m05_040_m00 DV_y_m04_100_m00 DV_z_m04_100_m00 DV_y_m04_090_m00 DV_z_m04_090_m00 DV_y_m04_080_m00 DV_z_m04_080_m00 DV_y_m04_070_m00 DV_z_m04_070_m00 DV_y_m04_060_m00 DV_z_m04_060_m00 DV_y_m04_050_m00 DV_z_m04_050_m00 DV_y_m04_040_m00 DV_z_m04_040_m00 DV_y_m03_100_m00 DV_z_m03_100_m00 DV_y_m03_090_m00 DV_z_m03_090_m00 DV_y_m03_080_m00 DV_z_m03_080_m00 DV_y_m03_070_m00 DV_z_m03_070_m00 DV_y_m03_060_m00 DV_z_m03_060_m00 DV_y_m03_050_m00 DV_z_m03_050_m00 DV_y_m03_040_m00 DV_z_m03_040_m00
+1.0238e+02 +7.6505e-01 +6.7389e-01 +4.4846e-01 +2.3164e-01 +3.5207e-01 +7.5444e-02 +3.3201e-01 +1.3234e-02 +3.0226e-01 +2.0490e-01 +2.3542e-01 +9.5806e-02 +1.3418e-01 +1.4975e-01 +7.9084e-01 +6.0862e-01 +4.7484e-01 +2.3879e-01 +3.9228e-01 +1.3308e-01 +4.1413e-01 +1.2512e-01 +3.1134e-01 +4.7813e-02 +2.5911e-01 +2.8603e-02 +1.6784e-01 +1.8023e-01 +8.2062e-01 +7.3137e-01 +5.4082e-01 +3.5939e-01 +4.4093e-01 +3.3075e-01 +4.3964e-01 +1.9763e-01 +3.5888e-01 +7.5905e-02 +2.7362e-01 +2.1562e-02 +2.3078e-01 +1.5457e-02 +7.9916e-01 +7.0137e-01 +5.8776e-01 +4.6761e-01 +5.4932e-01 +3.1733e-01 +4.5583e-01 +1.9088e-01 +3.7922e-01 +2.1794e-01 +2.9508e-01 +1.8215e-02 +1.9589e-01 +8.0121e-02 +7.3413e-01 +7.7560e-01 +5.8551e-01 +5.0625e-01 +5.6038e-01 +4.3149e-01 +4.9968e-01 +3.0966e-01 +4.0421e-01 +1.1727e-01 +3.3904e-01 +7.0198e-02 +2.4652e-01 +2.1771e-02 +7.6910e-01 +7.1709e-01 +5.9260e-01 +5.7120e-01 +4.7668e-01 +2.9522e-01 +4.5081e-01 +4.5106e-01 +4.7987e-01 +1.4949e-01 +3.9491e-01 +1.5478e-01 +2.7112e-01 +1.0558e-01
+1.0439e+02 +7.9008e-01 +6.9970e-01 +4.6701e-01 +2.1702e-01 +3.7131e-01 +7.3941e-02 +3.4648e-01 +4.4732e-02 +3.1967e-01 +1.9567e-01 +2.4899e-01 +1.3283e-01 +1.4213e-01 +1.5354e-01 +8.1582e-01 +6.5803e-01 +4.9652e-01 +2.6114e-01 +4.1007e-01 +1.4854e-01 +4.3684e-01 +1.4389e-01 +3.3062e-01 +4.1952e-02 +2.7574e-01 +3.7625e-02 +1.7547e-01 +1.7306e-01 +8.4342e-01 +7.5422e-01 +5.5876e-01 +3.7809e-01 +4.6109e-01 +3.5719e-01 +4.6491e-01 +2.1056e-01 +3.8163e-01 +1.0560e-01 +2.9639e-01 +3.4281e-02 +2.4202e-01 +1.0348e-02 +8.2459e-01 +7.3614e-01 +6.1639e-01 +4.9641e-01 +5.7411e-01 +3.5155e-01 +4.8032e-01 +2.1233e-01 +4.0486e-01 +2.4852e-01 +3.1300e-01 +1.2244e-02 +2.0682e-01 +6.6339e-02 +7.6016e-01 +7.8192e-01 +6.2353e-01 +5.4261e-01 +5.8170e-01 +4.4246e-01 +5.3073e-01 +3.3529e-01 +4.3110e-01 +1.3436e-01 +3.5409e-01 +8.7441e-02 +2.5942e-01 +1.2300e-02 +7.9625e-01 +7.4771e-01 +6.1826e-01 +5.9291e-01 +4.9802e-01 +3.2107e-01 +4.6503e-01 +4.7089e-01 +5.0142e-01 +1.4664e-01 +4.1465e-01 +1.6813e-01 +2.9949e-01 +1.1104e-01
+1.0640e+02 +8.2609e-01 +7.3103e-01 +4.9266e-01 +2.3330e-01 +3.8247e-01 +9.5707e-02 +3.6258e-01 +4.1870e-02 +3.3293e-01 +1.8513e-01 +2.5338e-01 +9.2605e-02 +1.3816e-01 +1.5537e-01 +8.4362e-01 +7.0733e-01 +5.2022e-01 +3.1268e-01 +4.3325e-01 +1.6534e-01 +4.5917e-01 +1.5678e-01 +3.4924e-01 +8.9299e-03 +2.8570e-01 +2.8686e-02 +1.7915e-01 +1.8140e-01 +8.6454e-01 +7.8351e-01 +5.8647e-01 +4.0945e-01 +4.8391e-01 +3.7649e-01 +4.8602e-01 +2.1675e-01 +3.9639e-01 +1.2212e-01 +3.0561e-01 +4.5949e-02 +2.3973e-01 +1.5196e-05 +8.4542e-01 +7.6902e-01 +6.3724e-01 +5.2699e-01 +6.0015e-01 +3.6847e-01 +4.9990e-01 +2.4394e-01 +4.3206e-01 +2.6432e-01 +3.1700e-01 +3.8933e-03 +2.0408e-01 +5.0931e-02 +7.9101e-01 +8.0961e-01 +6.4776e-01 +5.5899e-01 +6.1853e-01 +4.9297e-01 +5.5790e-01 +3.5924e-01 +4.5201e-01 +1.5060e-01 +3.6422e-01 +1.0886e-01 +2.5911e-01 +2.3045e-02 +8.2926e-01 +7.8031e-01 +6.5396e-01 +6.2288e-01 +5.2160e-01 +3.3840e-01 +5.0268e-01 +4.8718e-01 +5.2353e-01 +1.9215e-01 +4.2761e-01 +1.7956e-01 +3.0755e-01 +1.1687e-01
+1.0840e+02 +8.4778e-01 +7.4285e-01 +5.1423e-01 +2.7650e-01 +3.8915e-01 +7.6400e-02 +3.6871e-01 +7.7623e-02 +3.3215e-01 +1.5728e-01 +2.5021e-01 +8.2977e-02 +1.3704e-01 +1.7095e-01 +8.6521e-01 +7.4733e-01 +5.3288e-01 +3.2589e-01 +4.5624e-01 +1.9719e-01 +4.6270e-01 +1.7641e-01 +3.5043e-01 +2.1705e-02 +2.8828e-01 +2.1128e-02 +1.8038e-01 +1.6371e-01 +8.8739e-01 +8.0754e-01 +6.1364e-01 +4.4327e-01 +4.9755e-01 +3.9819e-01 +4.9424e-01 +2.4410e-01 +3.9495e-01 +1.3358e-01 +3.0109e-01 +4.7248e-02 +2.3804e-01 +2.6526e-03 +8.6963e-01 +7.9805e-01 +6.5989e-01 +5.7770e-01 +6.1788e-01 +4.0023e-01 +5.1007e-01 +2.5398e-01 +4.2979e-01 +2.7660e-01 +3.1343e-01 +7.2490e-03 +2.0915e-01 +5.4732e-02 +8.2846e-01 +8.3212e-01 +6.7775e-01 +5.7276e-01 +6.5054e-01 +5.4333e-01 +5.6710e-01 +3.9350e-01 +4.5283e-01 +1.5944e-01 +3.6425e-01 +9.5168e-02 +2.6331e-01 +1.8396e-02 +8.5408e-01 +8.1925e-01 +6.7188e-01 +6.3470e-01 +5.4282e-01 +3.6367e-01 +5.0556e-01 +5.0934e-01 +5.2777e-01 +2.2349e-01 +4.2006e-01 +1.9511e-01 +3.1232e-01 +1.3339e-01
+1.1041e+02 +8.7431e-01 +8.0414e-01 +5.1930e-01 +3.0148e-01 +3.9296e-01 +8.2952e-02 +3.6621e-01 +8.4542e-02 +3.2719e-01 +1.9466e-01 +2.4748e-01 +9.1038e-02 +1.3799e-01 +1.5846e-01 +8.8868e-01 +8.0685e-01 +5.4973e-01 +3.7729e-01 +4.5788e-01 +1.9278e-01 +4.6657e-01 +1.8799e-01 +3.5382e-01 +3.0123e-02 +2.8952e-01 +5.0447e-02 +1.8046e-01 +1.7256e-01 +9.0990e-01 +8.3676e-01 +6.2126e-01 +4.6322e-01 +5.0170e-01 +3.8945e-01 +4.9580e-01 +2.5569e-01 +3.9883e-01 +1.3422e-01 +3.0137e-01 +3.3199e-02 +2.3683e-01 +1.0217e-02 +8.9470e-01 +8.5034e-01 +6.7453e-01 +5.9709e-01 +6.2022e-01 +3.9149e-01 +5.1697e-01 +2.6531e-01 +4.3212e-01 +2.7773e-01 +3.0972e-01 +1.2131e-02 +2.1258e-01 +6.2271e-02 +8.5455e-01 +8.7993e-01 +7.0013e-01 +6.0227e-01 +6.5637e-01 +5.3799e-01 +5.7593e-01 +3.9858e-01 +4.5651e-01 +1.6283e-01 +3.6732e-01 +9.1157e-02 +2.6885e-01 +2.0417e-02 +8.7085e-01 +8.6425e-01 +6.8644e-01 +6.2305e-01 +5.4785e-01 +3.6990e-01 +5.0156e-01 +4.7965e-01 +5.2691e-01 +2.2466e-01 +4.2592e-01 +1.9198e-01 +3.1663e-01 +1.4664e-01
+1.1242e+02 +8.8982e-01 +7.9409e-01 +5.4075e-01 +3.4422e-01 +4.1219e-01 +1.0382e-01 +3.8139e-01 +8.4947e-02 +3.3849e-01 +2.0130e-01 +2.6499e-01 +1.0086e-01 +1.4978e-01 +1.3014e-01 +9.1299e-01 +8.4212e-01 +5.6601e-01 +4.0954e-01 +4.7570e-01 +2.3861e-01 +4.9059e-01 +2.1405e-01 +3.7023e-01 +2.3144e-02 +3.0653e-01 +3.2183e-02 +1.9311e-01 +1.7299e-01 +9.2919e-01 +8.6318e-01 +6.3989e-01 +4.8120e-01 +5.1945e-01 +4.1929e-01 +5.1781e-01 +3.0135e-01 +4.1874e-01 +1.6509e-01 +3.2276e-01 +5.2431e-02 +2.5135e-01 +4.7875e-03 +9.1516e-01 +8.8217e-01 +6.9763e-01 +6.3209e-01 +6.4314e-01 +4.2233e-01 +5.3844e-01 +3.0292e-01 +4.6007e-01 +3.1358e-01 +3.3192e-01 +1.9117e-02 +2.2571e-01 +6.1012e-02 +8.8044e-01 +8.9671e-01 +7.2533e-01 +6.2711e-01 +6.7717e-01 +5.7656e-01 +6.0194e-01 +4.2032e-01 +4.8462e-01 +1.8413e-01 +3.8976e-01 +1.0913e-01 +2.8915e-01 +1.2231e-02 +8.9134e-01 +8.8767e-01 +7.2195e-01 +6.6021e-01 +5.6607e-01 +4.0140e-01 +5.2040e-01 +4.8092e-01 +5.4068e-01 +2.2363e-01 +4.5431e-01 +1.8481e-01 +3.2492e-01 +1.3937e-01
+1.1443e+02 +9.1363e-01 +8.4503e-01 +5.5702e-01 +3.6182e-01 +4.2826e-01 +7.8606e-02 +4.0110e-01 +5.6595e-02 +3.4923e-01 +2.2763e-01 +2.7700e-01 +1.1090e-01 +1.5870e-01 +1.3502e-01 +9.3778e-01 +8.8912e-01 +5.9216e-01 +4.2435e-01 +4.9296e-01 +2.5932e-01 +5.0873e-01 +2.5057e-01 +3.9354e-01 +5.2133e-03 +3.2673e-01 +4.1112e-02 +2.0814e-01 +1.5937e-01 +9.4630e-01 +8.9568e-01 +6.6422e-01 +5.1407e-01 +5.4066e-01 +4.4296e-01 +5.3665e-01 +3.2070e-01 +4.4129e-01 +1.8048e-01 +3.4783e-01 +6.8776e-02 +2.6088e-01 +2.3237e-02 +9.3290e-01 +9.3585e-01 +7.1696e-01 +6.7514e-01 +6.6813e-01 +4.6873e-01 +5.6875e-01 +3.3126e-01 +4.8901e-01 +3.4537e-01 +3.5264e-01 +2.1460e-02 +2.3762e-01 +5.0785e-02 +9.1465e-01 +9.3569e-01 +7.5401e-01 +6.6129e-01 +6.9846e-01 +6.0980e-01 +6.2717e-01 +4.1758e-01 +5.1289e-01 +1.8870e-01 +4.1555e-01 +1.3075e-01 +3.0129e-01 +3.4558e-03 +9.1883e-01 +9.3513e-01 +7.3686e-01 +7.1591e-01 +5.8781e-01 +4.2056e-01 +5.4634e-01 +4.8952e-01 +5.6403e-01 +2.0340e-01 +4.7487e-01 +1.9382e-01 +3.3074e-01 +1.1654e-01
+1.1644e+02 +9.3578e-01 +8.9636e-01 +5.6347e-01 +3.9019e-01 +4.4199e-01 +8.1448e-02 +4.2123e-01 +6.3499e-02 +3.6265e-01 +2.2335e-01 +2.7709e-01 +8.7904e-02 +1.5327e-01 +1.4627e-01 +9.6149e-01 +9.3514e-01 +6.1390e-01 +4.6527e-01 +5.1385e-01 +2.8610e-01 +5.2970e-01 +2.6795e-01 +4.1342e-01 +8.0894e-03 +3.2950e-01 +2.2161e-02 +2.1189e-01 +1.5687e-01 +9.6647e-01 +9.2417e-01 +6.9044e-01 +5.4308e-01 +5.6214e-01 +4.8335e-01 +5.6316e-01 +3.6035e-01 +4.6370e-01 +1.9203e-01 +3.5670e-01 +8.3384e-02 +2.6172e-01 +4.1714e-02 +9.5497e-01 +9.6570e-01 +7.4413e-01 +7.3394e-01 +6.9362e-01 +5.1401e-01 +5.9356e-01 +3.8321e-01 +5.1282e-01 +3.9335e-01 +3.6125e-01 +2.9833e-02 +2.3318e-01 +3.8101e-02 +9.4499e-01 +9.6404e-01 +7.7934e-01 +6.9439e-01 +7.2545e-01 +6.3831e-01 +6.5888e-01 +4.4759e-01 +5.3554e-01 +2.1951e-01 +4.3031e-01 +1.3293e-01 +2.9972e-01 +2.0123e-02 +9.4664e-01 +9.3204e-01 +7.6214e-01 +7.3751e-01 +6.0848e-01 +4.2927e-01 +5.7782e-01 +5.2767e-01 +5.7148e-01 +2.1404e-01 +4.7840e-01 +1.9365e-01 +3.2879e-01 +1.1942e-01
+1.1844e+02 +9.6883e-01 +9.4417e-01 +5.8590e-01 +4.3325e-01 +4.6020e-01 +1.4999e-01 +4.2356e-01 +9.1619e-02 +3.5942e-01 +1.9397e-01 +2.7548e-01 +5.0212e-02 +1.5509e-01 +1.8044e-01 +9.8286e-01 +9.7371e-01 +6.3134e-01 +4.7467e-01 +5.2505e-01 +2.9691e-01 +5.3859e-01 +2.9553e-01 +4.0737e-01 +6.0942e-03 +3.2968e-01 +1.2087e-02 +2.1428e-01 +1.4931e-01 +9.8634e-01 +9.6406e-01 +7.1096e-01 +5.6364e-01 +5.8050e-01 +5.1910e-01 +5.7210e-01 +3.8273e-01 +4.6581e-01 +2.0592e-01 +3.5422e-01 +8.3704e-02 +2.6020e-01 +5.2136e-02 +9.7307e-01 +9.8334e-01 +7.6549e-01 +7.7074e-01 +7.1549e-01 +5.5942e-01 +6.0180e-01 +3.9033e-01 +5.1166e-01 +3.9762e-01 +3.6045e-01 +6.0358e-02 +2.3619e-01 +3.7491e-02 +9.6759e-01 +9.9525e-01 +7.9693e-01 +7.3197e-01 +7.4629e-01 +6.8573e-01 +6.7117e-01 +4.7267e-01 +5.3834e-01 +2.1847e-01 +4.3047e-01 +1.2483e-01 +3.0144e-01 +1.8972e-02 +9.7402e-01 +9.6665e-01 +7.7898e-01 +7.4592e-01 +6.2807e-01 +4.5047e-01 +5.8174e-01 +5.3333e-01 +5.7068e-01 +2.3838e-01 +4.7817e-01 +1.9834e-01 +3.2800e-01 +1.3161e-01
+1.2045e+02 +1.0000e+00 +1.0000e+00 +5.9114e-01 +4.3567e-01 +4.7066e-01 +1.6274e-01 +4.2233e-01 +1.2545e-01 +3.6684e-01 +1.9328e-01 +2.7568e-01 +6.4044e-02 +1.5508e-01 +1.7345e-01 +1.0000e+00 +1.0000e+00 +6.4272e-01 +4.9625e-01 +5.2595e-01 +2.8919e-01 +5.4255e-01 +3.0188e-01 +4.0525e-01 +5.2599e-03 +3.3021e-01 +2.9189e-02 +2.1819e-01 +1.6197e-01 +1.0000e+00 +1.0000e+00 +7.2357e-01 +5.9584e-01 +5.8753e-01 +5.3072e-01 +5.7937e-01 +3.8977e-01 +4.7055e-01 +2.0812e-01 +3.5908e-01 +8.5781e-02 +2.6341e-01 +5.8227e-02 +1.0000e+00 +1.0000e+00 +7.8551e-01 +7.9033e-01 +7.2364e-01 +5.8112e-01 +6.0564e-01 +4.0928e-01 +5.1814e-01 +3.9450e-01 +3.6493e-01 +5.7215e-02 +2.4374e-01 +4.3651e-02 +1.0000e+00 +1.0000e+00 +8.0466e-01 +7.4986e-01 +7.4501e-01 +6.7037e-01 +6.8250e-01 +4.8887e-01 +5.4107e-01 +2.1720e-01 +4.4157e-01 +1.1183e-01 +3.0584e-01 +3.1959e-02 +1.0000e+00 +1.0000e+00 +7.9828e-01 +7.6634e-01 +6.3720e-01 +4.4478e-01 +5.7980e-01 +5.4465e-01 +5.8441e-01 +2.7136e-01 +4.8400e-01 +2.0062e-01 +3.3643e-01 +1.2909e-01
